<http://rdf.freebase.com/ns/m.06zn1c>,15
<http://rdf.freebase.com/ns/m.03hxxd>,17
<http://rdf.freebase.com/ns/m.016ztl>,39
<http://rdf.freebase.com/ns/m.04vb8b>,17
<http://rdf.freebase.com/ns/m.03d2q5g>,15
<http://rdf.freebase.com/ns/m.02sdp4>,24
<http://rdf.freebase.com/ns/m.0crrm3r>,15
<http://rdf.freebase.com/ns/m.08fm68>,19
<http://rdf.freebase.com/ns/m.09cyky>,16
<http://rdf.freebase.com/ns/m.02xbyr>,20
<http://rdf.freebase.com/ns/m.06y79v>,22
<http://rdf.freebase.com/ns/m.0c5clj>,16
<http://rdf.freebase.com/ns/m.05kfhz>,16
<http://rdf.freebase.com/ns/m.0bq00y>,15
<http://rdf.freebase.com/ns/m.0b3n61>,46
<http://rdf.freebase.com/ns/m.06fcqw>,55
<http://rdf.freebase.com/ns/m.034qmv>,20
<http://rdf.freebase.com/ns/m.0g78fh>,16
<http://rdf.freebase.com/ns/m.08481w>,15
<http://rdf.freebase.com/ns/m.04h3br>,16
<http://rdf.freebase.com/ns/m.080ch5h>,17
<http://rdf.freebase.com/ns/m.09zn92>,15
<http://rdf.freebase.com/ns/m.0642xf3>,18
<http://rdf.freebase.com/ns/m.0d_2fb>,16
<http://rdf.freebase.com/ns/m.014zwb>,29
<http://rdf.freebase.com/ns/m.05650n>,42
<http://rdf.freebase.com/ns/m.02qn3z9>,16
<http://rdf.freebase.com/ns/m.08vsmy>,27
<http://rdf.freebase.com/ns/m.03nfnx>,56
<http://rdf.freebase.com/ns/m.076xkdz>,27
<http://rdf.freebase.com/ns/m.01dybc>,19
<http://rdf.freebase.com/ns/m.07h0zf>,16
<http://rdf.freebase.com/ns/m.03y025l>,22
<http://rdf.freebase.com/ns/m.0386bw>,20
<http://rdf.freebase.com/ns/m.0hv8w>,16
<http://rdf.freebase.com/ns/m.07zkn7>,19
<http://rdf.freebase.com/ns/m.02rkv82>,17
<http://rdf.freebase.com/ns/m.04vcfx>,22
<http://rdf.freebase.com/ns/m.03qflm>,17
<http://rdf.freebase.com/ns/m.0cwph8>,21
<http://rdf.freebase.com/ns/m.028xg0>,15
<http://rdf.freebase.com/ns/m.097zcz>,15
<http://rdf.freebase.com/ns/m.033pf1>,15
<http://rdf.freebase.com/ns/m.0d20nx>,22
<http://rdf.freebase.com/ns/m.0294zg>,18
<http://rdf.freebase.com/ns/m.0dggzn>,25
<http://rdf.freebase.com/ns/m.02x8fs>,17
<http://rdf.freebase.com/ns/m.04qbhwn>,20
<http://rdf.freebase.com/ns/m.04vl3c>,18
<http://rdf.freebase.com/ns/m.0dgt4t>,19
<http://rdf.freebase.com/ns/m.015x74>,19
<http://rdf.freebase.com/ns/m.06qhyd>,24
<http://rdf.freebase.com/ns/m.02px3mk>,15
<http://rdf.freebase.com/ns/m.01xv3c>,18
<http://rdf.freebase.com/ns/m.023cjg>,15
<http://rdf.freebase.com/ns/m.0fq0b9f>,19
<http://rdf.freebase.com/ns/m.085bd1>,17
<http://rdf.freebase.com/ns/m.0hnfdrl>,16
<http://rdf.freebase.com/ns/m.0k2sk>,32
<http://rdf.freebase.com/ns/m.0dy1r2>,17
<http://rdf.freebase.com/ns/m.0btswm>,18
<http://rdf.freebase.com/ns/m.0277ssn>,15
<http://rdf.freebase.com/ns/m.0749gc>,16
<http://rdf.freebase.com/ns/m.05ytm8>,17
<http://rdf.freebase.com/ns/m.01sbv9>,51
<http://rdf.freebase.com/ns/m.03r6_w>,15
<http://rdf.freebase.com/ns/m.01yz89>,18
<http://rdf.freebase.com/ns/m.0gm1563>,16
<http://rdf.freebase.com/ns/m.04j2hj2>,24
<http://rdf.freebase.com/ns/m.095xrt>,19
<http://rdf.freebase.com/ns/m.06w44l>,22
<http://rdf.freebase.com/ns/m.071qr3>,25
<http://rdf.freebase.com/ns/m.052pr8q>,17
<http://rdf.freebase.com/ns/m.08ggfz>,35
<http://rdf.freebase.com/ns/m.08pz9v>,18
<http://rdf.freebase.com/ns/m.05cvgl>,19
<http://rdf.freebase.com/ns/m.091937>,27
<http://rdf.freebase.com/ns/m.03gqjng>,16
<http://rdf.freebase.com/ns/m.0d_wms>,17
<http://rdf.freebase.com/ns/m.05c9zr>,15
<http://rdf.freebase.com/ns/m.09p3ry>,20
<http://rdf.freebase.com/ns/m.0ft18>,19
<http://rdf.freebase.com/ns/m.06ztvyx>,20
<http://rdf.freebase.com/ns/m.0bs5k8r>,15
<http://rdf.freebase.com/ns/m.07kry2>,17
<http://rdf.freebase.com/ns/m.055pdn>,17
<http://rdf.freebase.com/ns/m.04000h>,21
<http://rdf.freebase.com/ns/m.0202hr>,20
<http://rdf.freebase.com/ns/m.02x3klr>,18
<http://rdf.freebase.com/ns/base.schemastaging.context_name>,30
<http://rdf.freebase.com/ns/m.02qmptg>,16
<http://rdf.freebase.com/ns/m.08m1s2>,30
<http://rdf.freebase.com/ns/m.04cy8y>,16
<http://rdf.freebase.com/ns/m.0mbql>,15
<http://rdf.freebase.com/ns/m.0dr3sl>,65
<http://rdf.freebase.com/ns/m.05h2sch>,24
<http://rdf.freebase.com/ns/m.0_9l_>,16
<http://rdf.freebase.com/ns/m.04x4gw>,15
<http://rdf.freebase.com/ns/m.093gf2>,44
<http://rdf.freebase.com/ns/m.078z_r>,51
<http://rdf.freebase.com/ns/film.content_rating>,15
<http://rdf.freebase.com/ns/m.0j6b5>,84
<http://rdf.freebase.com/ns/m.03tbg6>,18
<http://rdf.freebase.com/ns/m.0b1zdx>,17
<http://rdf.freebase.com/ns/m.0crrsxd>,17
<http://rdf.freebase.com/ns/m.02dyh5>,15
<http://rdf.freebase.com/ns/m.0bs4r>,17
<http://rdf.freebase.com/ns/m.0274ng6>,17
<http://rdf.freebase.com/ns/m.04sm94>,17
<http://rdf.freebase.com/ns/m.02_sqq>,16
<http://rdf.freebase.com/ns/m.0dq626>,18
<http://rdf.freebase.com/ns/m.079ntq>,17
<http://rdf.freebase.com/ns/m.0sxgv>,19
<http://rdf.freebase.com/ns/m.02vqhv0>,15
<http://rdf.freebase.com/ns/m.04b4pq>,19
<http://rdf.freebase.com/ns/m.035_kw>,17
<http://rdf.freebase.com/ns/m.01n8hp>,19
<http://rdf.freebase.com/ns/m.04j1ckg>,16
<http://rdf.freebase.com/ns/m.0jyb4>,21
<http://rdf.freebase.com/ns/m.09gmjwq>,16
<http://rdf.freebase.com/ns/m.02rfs1>,24
<http://rdf.freebase.com/ns/m.031778>,22
<http://rdf.freebase.com/ns/m.04f76fm>,21
<http://rdf.freebase.com/ns/m.06gvqz>,15
<http://rdf.freebase.com/ns/m.0m9p3>,16
<http://rdf.freebase.com/ns/m.03d98w3>,22
<http://rdf.freebase.com/ns/m.03s44q>,22
<http://rdf.freebase.com/ns/m.02dwj>,17
<http://rdf.freebase.com/ns/m.096rsz>,17
<http://rdf.freebase.com/ns/m.05pdd86>,15
<http://rdf.freebase.com/ns/m.0642ykh>,17
<http://rdf.freebase.com/ns/m.0yxm1>,15
<http://rdf.freebase.com/ns/m.0bn3mz>,15
<http://rdf.freebase.com/ns/m.05zpnrs>,16
<http://rdf.freebase.com/ns/m.04165w>,38
<http://rdf.freebase.com/ns/m.026gt8b>,18
<http://rdf.freebase.com/ns/m.0kv4wx>,45
<http://rdf.freebase.com/ns/m.09c_s1>,15
<http://rdf.freebase.com/ns/m.032x31>,16
<http://rdf.freebase.com/ns/m.03g7m3>,29
<http://rdf.freebase.com/ns/m.012x63>,62
<http://rdf.freebase.com/ns/m.0qmfk>,19
<http://rdf.freebase.com/ns/m.0k54q>,19
<http://rdf.freebase.com/ns/m.07xgs84>,15
<http://rdf.freebase.com/ns/m.02rjv2w>,17
<http://rdf.freebase.com/ns/m.0c2xsg>,15
<http://rdf.freebase.com/ns/m.04swkp>,15
<http://rdf.freebase.com/ns/m.08s6mr>,44
<http://rdf.freebase.com/ns/m.0dtfn>,23
<http://rdf.freebase.com/ns/m.03177r>,45
<http://rdf.freebase.com/ns/m.0hmm7>,17
<http://rdf.freebase.com/ns/m.04z5ml>,16
<http://rdf.freebase.com/ns/m.09c_pm>,22
<http://rdf.freebase.com/ns/m.03dbyz>,26
<http://rdf.freebase.com/ns/m.04j2jrv>,16
<http://rdf.freebase.com/ns/m.05z6k4>,16
<http://rdf.freebase.com/ns/m.03c058>,15
<http://rdf.freebase.com/ns/m.06x6yg>,17
<http://rdf.freebase.com/ns/m.0fkv58>,15
<http://rdf.freebase.com/ns/m.07yp85>,19
<http://rdf.freebase.com/ns/m.08lkvt>,15
<http://rdf.freebase.com/ns/m.0dc36f>,17
<http://rdf.freebase.com/ns/m.07cdz>,18
<http://rdf.freebase.com/ns/m.03hl13v>,19
<http://rdf.freebase.com/ns/m.03176f>,18
<http://rdf.freebase.com/ns/m.0b4lkx>,16
<http://rdf.freebase.com/ns/m.04h3m_>,19
<http://rdf.freebase.com/ns/m.03w99hd>,16
<http://rdf.freebase.com/ns/m.0f4yh>,17
<http://rdf.freebase.com/ns/m.05lh37>,19
<http://rdf.freebase.com/ns/m.03m3xm8>,17
<http://rdf.freebase.com/ns/m.0crv6_f>,15
<http://rdf.freebase.com/ns/m.04tz52>,28
<http://rdf.freebase.com/ns/m.08s6ry>,18
<http://rdf.freebase.com/ns/m.06s5ct>,18
<http://rdf.freebase.com/ns/m.0dfw0>,19
<http://rdf.freebase.com/ns/m.04xx51>,15
<http://rdf.freebase.com/ns/m.063fh9>,58
<http://rdf.freebase.com/ns/m.046vs6>,16
<http://rdf.freebase.com/ns/m.03nxb8m>,21
<http://rdf.freebase.com/ns/m.0f5hd8>,16
<http://rdf.freebase.com/ns/m.037cr1>,17
<http://rdf.freebase.com/ns/m.02rvdw8>,20
<http://rdf.freebase.com/ns/m.09146g>,22
<http://rdf.freebase.com/ns/m.04j2wf9>,15
<http://rdf.freebase.com/ns/m.07nn0>,20
<http://rdf.freebase.com/ns/m.036fxp>,19
<http://rdf.freebase.com/ns/m.02qwyz>,15
<http://rdf.freebase.com/ns/m.04f52jw>,51
<http://rdf.freebase.com/ns/m.04yfcdd>,16
<http://rdf.freebase.com/ns/m.079xmk>,16
<http://rdf.freebase.com/ns/m.0f3m1>,19
<http://rdf.freebase.com/ns/m.0b60sq>,70
<http://rdf.freebase.com/ns/m.0m5s5>,15
<http://rdf.freebase.com/ns/m.0dc7hc>,19
<http://rdf.freebase.com/ns/m.05qbbfb>,20
<http://rdf.freebase.com/ns/m.0344xk>,17
<http://rdf.freebase.com/ns/m.06w839_>,48
<http://rdf.freebase.com/ns/m.0129g2>,15
<http://rdf.freebase.com/ns/m.0dcxr2>,18
<http://rdf.freebase.com/ns/m.03wh7z>,15
<http://rdf.freebase.com/ns/m.097j2g>,16
<http://rdf.freebase.com/ns/m.047rlf9>,16
<http://rdf.freebase.com/ns/m.0hv27>,16
<http://rdf.freebase.com/ns/m.04k9y6>,19
<http://rdf.freebase.com/ns/m.037_84>,16
<http://rdf.freebase.com/ns/m.0p9tm>,20
<http://rdf.freebase.com/ns/m.02772bj>,18
<http://rdf.freebase.com/ns/m.0bbmkh>,31
<http://rdf.freebase.com/ns/m.09tyw4>,16
<http://rdf.freebase.com/ns/m.02ctc6>,17
<http://rdf.freebase.com/ns/m.02rr_zv>,15
<http://rdf.freebase.com/ns/m.076xy6n>,15
<http://rdf.freebase.com/ns/m.03py6p>,19
<http://rdf.freebase.com/ns/m.02rq3jq>,15
<http://rdf.freebase.com/ns/m.0k5g9>,20
<http://rdf.freebase.com/ns/m.02qnxd8>,21
<http://rdf.freebase.com/ns/m.01hw5kk>,17
<http://rdf.freebase.com/ns/m.02qm_f>,81
<http://rdf.freebase.com/ns/m.09xyl4>,15
<http://rdf.freebase.com/ns/m.0k20s>,15
<http://rdf.freebase.com/ns/m.0639bg>,62
<http://rdf.freebase.com/ns/m.0410_mn>,16
<http://rdf.freebase.com/ns/m.09p3_s>,18
<http://rdf.freebase.com/ns/m.07kxwh>,15
<http://rdf.freebase.com/ns/m.0cf08>,15
<http://rdf.freebase.com/ns/m.02vlvfg>,22
<http://rdf.freebase.com/ns/m.02qkxv>,15
<http://rdf.freebase.com/ns/m.085ccd>,21
<http://rdf.freebase.com/ns/m.01lsl>,18
<http://rdf.freebase.com/ns/m.0ddjy>,17
<http://rdf.freebase.com/ns/m.0578f2>,15
<http://rdf.freebase.com/ns/m.0gw7p>,15
<http://rdf.freebase.com/ns/m.086tz1>,16
<http://rdf.freebase.com/ns/m.06hblg>,18
<http://rdf.freebase.com/ns/m.07l50q9>,18
<http://rdf.freebase.com/ns/m.09wnnb>,31
<http://rdf.freebase.com/ns/m.066z5r>,17
<http://rdf.freebase.com/ns/m.014nbs>,19
<http://rdf.freebase.com/ns/m.054060>,19
<http://rdf.freebase.com/ns/m.0cmb2j5>,23
<http://rdf.freebase.com/ns/m.04l5bx>,15
<http://rdf.freebase.com/ns/m.04m3tn>,19
<http://rdf.freebase.com/ns/m.03sd_5>,16
<http://rdf.freebase.com/ns/m.0f858v>,15
<http://rdf.freebase.com/ns/m.043ms65>,16
<http://rdf.freebase.com/ns/m.0mmbb>,16
<http://rdf.freebase.com/ns/m.0bmssv>,38
<http://rdf.freebase.com/ns/m.0h67rf>,15
<http://rdf.freebase.com/ns/m.01tdmp>,15
<http://rdf.freebase.com/ns/m.06r2_>,17
<http://rdf.freebase.com/ns/m.06y611>,57
<http://rdf.freebase.com/ns/m.025sxwm>,15
<http://rdf.freebase.com/ns/m.01f85k>,60
<http://rdf.freebase.com/ns/m.011yd2>,17
<http://rdf.freebase.com/ns/m.01q41m>,22
<http://rdf.freebase.com/ns/m.05s_k2k>,18
<http://rdf.freebase.com/ns/m.0bnhmx>,25
<http://rdf.freebase.com/ns/m.06lqd5>,15
<http://rdf.freebase.com/ns/m.04f8ttb>,15
<http://rdf.freebase.com/ns/m.0crr_fs>,15
<http://rdf.freebase.com/ns/m.04ybq9r>,24
<http://rdf.freebase.com/ns/m.0295sy>,20
<http://rdf.freebase.com/ns/m.0b2qtl>,15
<http://rdf.freebase.com/ns/m.01hv3t>,32
<http://rdf.freebase.com/ns/m.01l2qq>,26
<http://rdf.freebase.com/ns/m.032bm6>,23
<http://rdf.freebase.com/ns/m.01ktkd>,16
<http://rdf.freebase.com/ns/m.03pnwz>,31
<http://rdf.freebase.com/ns/m.0cchnx>,16
<http://rdf.freebase.com/ns/m.01gw06>,15
<http://rdf.freebase.com/ns/m.027lc2t>,15
<http://rdf.freebase.com/ns/m.015ynm>,24
<http://rdf.freebase.com/ns/m.027ygy>,16
<http://rdf.freebase.com/ns/m.0kv7bt>,19
<http://rdf.freebase.com/ns/m.0c00qsf>,18
<http://rdf.freebase.com/ns/m.03cpzk6>,18
<http://rdf.freebase.com/ns/m.01pg1t>,16
<http://rdf.freebase.com/ns/m.018js4>,16
<http://rdf.freebase.com/ns/m.01fmys>,15
<http://rdf.freebase.com/ns/m.026m43r>,18
<http://rdf.freebase.com/ns/m.033srr>,15
<http://rdf.freebase.com/ns/m.09w353>,58
<http://rdf.freebase.com/ns/m.04hxvw>,17
<http://rdf.freebase.com/ns/m.040k1l>,19
<http://rdf.freebase.com/ns/m.09qs_s>,19
<http://rdf.freebase.com/ns/m.0cn_b8>,23
<http://rdf.freebase.com/ns/m.04pk1f>,60
<http://rdf.freebase.com/ns/m.0b9rdk>,15
<http://rdf.freebase.com/ns/m.03x_yfl>,15
<http://rdf.freebase.com/ns/m.065yvz1>,15
<http://rdf.freebase.com/ns/m.092zhs>,15
<http://rdf.freebase.com/ns/m.09pkvb>,19
<http://rdf.freebase.com/ns/m.0bvmrfm>,15
<http://rdf.freebase.com/ns/m.057hp_>,23
<http://rdf.freebase.com/ns/m.027gy0k>,16
<http://rdf.freebase.com/ns/m.08075sx>,18
<http://rdf.freebase.com/ns/m.0c50k1>,15
<http://rdf.freebase.com/ns/m.02_fm2>,27
<http://rdf.freebase.com/ns/m.0mcl0>,45
<http://rdf.freebase.com/ns/m.0b6gq5r>,15
<http://rdf.freebase.com/ns/m.0jqn5>,74
<http://rdf.freebase.com/ns/m.0ddt_>,15
<http://rdf.freebase.com/ns/m.0dtjpk>,23
<http://rdf.freebase.com/ns/m.04j1scc>,17
<http://rdf.freebase.com/ns/m.043h78>,17
<http://rdf.freebase.com/ns/m.02qydsh>,23
<http://rdf.freebase.com/ns/m.0f61tk>,18
<http://rdf.freebase.com/ns/m.06znbkp>,20
<http://rdf.freebase.com/ns/m.012y5v>,17
<http://rdf.freebase.com/ns/m.01dc8g>,15
<http://rdf.freebase.com/ns/m.072pht>,22
<http://rdf.freebase.com/ns/m.03cl0n9>,15
<http://rdf.freebase.com/ns/m.03k9fj>,914
<http://rdf.freebase.com/ns/m.02kdv5l>,778
<http://rdf.freebase.com/ns/m.0jsg5r>,91
<http://rdf.freebase.com/ns/m.0gw5n2f>,236
<http://rdf.freebase.com/ns/m.0jsg5z>,55
<http://rdf.freebase.com/ns/m.0cq238g>,16
<http://rdf.freebase.com/ns/m.0jsg5j>,55
<http://rdf.freebase.com/ns/m.0jsg59>,246
<http://rdf.freebase.com/ns/m.0gw5ndc>,496
<http://rdf.freebase.com/ns/m.0jsg2m>,295
<http://rdf.freebase.com/ns/m.02h40lc>,432
<http://rdf.freebase.com/ns/m.0jxy>,103
<http://rdf.freebase.com/ns/m.0gyy15y>,379
<http://rdf.freebase.com/ns/m.08l60pv>,43
<http://rdf.freebase.com/ns/m.0cq236h>,165
<http://rdf.freebase.com/ns/m.0hqxf>,1269
<http://rdf.freebase.com/ns/m.0gw5m9g>,984
<http://rdf.freebase.com/ns/m.0gw5t9q>,277
<http://rdf.freebase.com/ns/m.0h38v8d>,186
<http://rdf.freebase.com/ns/m.0cq22ks>,278
<http://rdf.freebase.com/ns/m.0jsg65>,55
<http://rdf.freebase.com/ns/m.0jsg6m>,46
<http://rdf.freebase.com/ns/base.animemanga.topic>,28
<http://rdf.freebase.com/ns/m.0jsg52>,239
<http://rdf.freebase.com/ns/m.0gw5t9w>,473
<http://rdf.freebase.com/ns/m.0jsg6d>,49
<http://rdf.freebase.com/ns/m.0gxblrf>,246
<http://rdf.freebase.com/ns/m.0cq22sx>,362
<http://rdf.freebase.com/ns/m.08l646m>,46
<http://rdf.freebase.com/ns/m.09b3v>,391
<http://rdf.freebase.com/ns/m.03_3d>,202
<http://rdf.freebase.com/ns/m.0gyy151>,475
<http://rdf.freebase.com/ns/m.01hmnh>,987
<http://rdf.freebase.com/ns/m.0gwfxlg>,195
<http://rdf.freebase.com/ns/m.03_9r>,206
<http://rdf.freebase.com/ns/m.0jsg7q>,44
<http://rdf.freebase.com/ns/m.0cq22mw>,589
<http://rdf.freebase.com/ns/m.027yh1z>,37
<http://rdf.freebase.com/ns/m.02xyp8t>,38
<http://rdf.freebase.com/ns/m.08l62mm>,49
<http://rdf.freebase.com/ns/m.01z10_h>,57
<http://rdf.freebase.com/ns/m.08l6t97>,50
<http://rdf.freebase.com/ns/m.01xps7l>,210
<http://rdf.freebase.com/ns/m.021y6_f>,258
<http://rdf.freebase.com/ns/m.03h64>,410
<http://rdf.freebase.com/ns/m.08l63hm>,49
<http://rdf.freebase.com/ns/m.03btsm8>,1133
<http://rdf.freebase.com/ns/m.0653m>,401
<http://rdf.freebase.com/ns/m.0cq229b>,809
<http://rdf.freebase.com/ns/m.02kl65p>,251
<http://rdf.freebase.com/ns/m.02n4kr>,409
<http://rdf.freebase.com/ns/m.021y6zz>,214
<http://rdf.freebase.com/ns/m.0cq22df>,367
<http://rdf.freebase.com/ns/m.0gw5qqq>,641
<http://rdf.freebase.com/ns/m.0lsxr>,539
<http://rdf.freebase.com/ns/m.0459q4>,76
<http://rdf.freebase.com/ns/base.berlininternationalfilmfestival.topic>,537
<http://rdf.freebase.com/ns/m.012w70>,311
<http://rdf.freebase.com/ns/m.05ppy>,28
<http://rdf.freebase.com/ns/m.06nm1>,103
<http://rdf.freebase.com/ns/m.0cq22hc>,227
<http://rdf.freebase.com/ns/m.04306rv>,100
<http://rdf.freebase.com/ns/m.0gw5m87>,1201
<http://rdf.freebase.com/ns/media_common.adaptation>,1259
<http://rdf.freebase.com/ns/m.0f8l9c>,308
<http://rdf.freebase.com/ns/m.0gw5m91>,705
<http://rdf.freebase.com/ns/m.0cq22f2>,607
<http://rdf.freebase.com/ns/m.0cq22gd>,284
<http://rdf.freebase.com/ns/m.0kprd8>,789
<http://rdf.freebase.com/ns/m.0cq22jn>,292
<http://rdf.freebase.com/ns/m.0hcr>,353
<http://rdf.freebase.com/ns/base.wfilmbase.film>,1014
<http://rdf.freebase.com/ns/m.016tt2>,107
<http://rdf.freebase.com/ns/m.0gyy154>,288
<http://rdf.freebase.com/ns/base.wfilmbase.topic>,1014
<http://rdf.freebase.com/ns/base.filmflexmovies.topic>,241
<http://rdf.freebase.com/ns/m.0cq22vj>,20
<http://rdf.freebase.com/ns/type.property>,20
<http://rdf.freebase.com/ns/base.lgbtfilms.topic>,143
<http://rdf.freebase.com/ns/m.02py4nx>,17
<http://rdf.freebase.com/ns/m.0bl1_>,15
<http://rdf.freebase.com/ns/m.03c40zs>,16
<http://rdf.freebase.com/ns/m.011ywj>,19
<http://rdf.freebase.com/ns/m.0pttd>,16
<http://rdf.freebase.com/ns/m.02pxst>,16
<http://rdf.freebase.com/ns/m.01z452>,17
<http://rdf.freebase.com/ns/m.03ntf1h>,15
<http://rdf.freebase.com/ns/m.02qgbv5>,18
<http://rdf.freebase.com/ns/m.0cbn7c>,21
<http://rdf.freebase.com/ns/m.01j1rb>,41
<http://rdf.freebase.com/ns/m.04__cf>,17
<http://rdf.freebase.com/ns/m.0643s5t>,15
<http://rdf.freebase.com/ns/m.03hkch7>,44
<http://rdf.freebase.com/ns/m.07smyl>,16
<http://rdf.freebase.com/ns/m.025qy5>,17
<http://rdf.freebase.com/ns/m.05_5rjx>,17
<http://rdf.freebase.com/ns/m.02s4l6>,42
<http://rdf.freebase.com/ns/m.0168ls>,20
